676,2299,D,50.00 - 59.99,C,Y
677,2299,E,40.00 - 49.99,D,Y
678,2299,F,0.00 - 39.99,F,Y
680,2300,A,9.00 - 10.00,A,Y
681,2300,B,7.00 - 8.99,B,Y
682,2300,C,5.00 - 6.99,C,Y
683,2300,D,3.00 - 4.99,D,Y
684,2300,S,NaN,S,Y
685,2300,F,0.00 - 2.99,F,Y
687,2301,E,NaN,A,Y
688,2301,MB,NaN,A-,Y
689,2301,B,NaN,B,Y
690,2301,S,NaN,C,Y
691,2301,R,NaN,C,Y
692,2301,I,NaN,F,Y
693,2301,D,NaN,F,Y
695,2302,SS,9.00 - 10.00,A,Y
696,2302,MS,7.00 - 8.99,B,Y
697,2302,MM,5.00 - 6.99,C,Y
698,2302,CC,NaN,P,Y
699,2302,MI,3.00 - 4.99,F,Y
700,2302,II,0.00 - 2.99,F,Y
701,2302,SR,NaN,-,Y
703,2303,A+,NaN,A+,Y
704,2303,A,NaN,A,Y
705,2303,A-,NaN,A-,Y
706,2303,B+,NaN,B+,Y
707,2303,B,NaN,B,Y
708,2303,B-,NaN,B-,Y
709,2303,C+,NaN,C+,Y
710,2303,C,NaN,C,Y
711,2303,C-,NaN,C-,Y
712,2303,D+,NaN,D+,Y
713,2303,D,NaN,D,Y
714,2303,D-,NaN,D-,Y
715,2303,F,NaN,F,Y
717,2206,NaN,9.00 - 10.00,A,Y
718,2206,NaN,8.00 - 8.99,B,Y
719,2206,NaN,5.00 - 7.99,C,Y
720,2206,NaN,3.60 - 4.99,D,Y
721,2206,NaN,0.00 - 3.49,F,Y
723,2207,A+,18.00 - 20.00,A+,Y
724,2207,A,17.00 - 17.99,A,Y
725,2207,B,14.00 - 16.99,B,Y
726,2207,C,12.00 - 13.99,C,Y
727,2207,D,10.00 - 11.99,D,Y
728,2207,F,0.00 - 9.99,F,Y
730,2208,NaN,90.00 - 100.00,A,Y
731,2208,NaN,80.00 - 89.00,B,Y
732,2208,NaN,55.00 - 79.00,C,Y
733,2208,NaN,40.00 - 54.00,D,Y
734,2208,NaN,0.00 - 39.00,F,Y
736,2209,A+,10.00,A+,Y
737,2209,A,9.00 - 9.99,A,Y
738,2209,B+,8.00 - 8.99,B+,Y
739,2209,B,7.00 - 7.99,B,Y
740,2209,C,6.00 - 6.99,C+,Y
741,2209,D,5.00 - 5.99,C,Y
742,2209,FX,4.00 - 4.99,F,Y
743,2209,F,1.00 - 3.99,F,Y
744,2209,E,NaN,-,Y
746,2210,A,NaN,A,Y
747,2210,B,NaN,AB,Y
748,2210,C,NaN,B,Y
749,2210,D,NaN,BC,Y
750,2210,E,NaN,C,Y
751,2210,Z,NaN,S,Y
752,2210,FX,NaN,F,Y
753,2210,F,NaN,F,Y
755,2211,THF,18.00 - 20.00,A+,Y
756,2211,TB,16.00 - 17.99,A,Y
757,2211,B,14.00 - 15.99,A-,Y
758,2211,AB,12.00 - 13.99,B,Y
759,2211,P,10.00 - 11.99,C,Y
760,2211,CP,NaN,D,Y
761,2211,S,NaN,S,Y
762,2211,E,0.00 - 9.99,F,Y
764,2212,A++,100.00,A+,Y
765,2212,A+,90.00 - 99.00,A+,Y
766,2212,A,85.00 - 89.00,A,Y
767,2212,A-,80.00 - 84.00,A-,Y
768,2212,B+,77.00 - 79.00,B+,Y
769,2212,B,73.00 - 76.00,B,Y
770,2212,B-,70.00 - 72.00,B-,Y
771,2212,C+,67.00 - 69.00,C+,Y
772,2212,C,63.00 - 66.00,C,Y
773,2212,C-,60.00 - 62.00,C,Y
774,2212,D,50.00 - 59.00,C,Y
775,2212,F,0.00 - 49.00,F,Y
777,2213,A,NaN,A,Y
778,2213,B,NaN,AB,Y
779,2213,C,NaN,B,Y
780,2213,D,NaN,BC,Y
781,2213,E,NaN,C,Y
782,2213,Z,NaN,S,Y
783,2213,FX,NaN,F,Y
